日期,收盘,开盘,高,低,交易量,涨跌幅
9/9/2015,129.65,126.93,131.01,126.16,27.56M,3.24%
9/10/2015,124.8,127.13,127.61,124.7,19.14M,-3.74%
9/11/2015,123.63,125.67,127.42,123.34,23.62M,-0.94%
9/14/2015,124.22,123.83,125.58,123.54,13.12M,0.48%
9/15/2015,127.32,124.22,128,123.83,19.86M,2.50%
9/16/2015,131.4,128.58,131.88,128.58,24.67M,3.20%
9/17/2015,130.33,133.53,133.63,127.71,24.11M,-0.81%
9/18/2015,131.3,130.91,132.37,130.43,24.30M,0.74%
9/21/2015,129.85,130.14,130.43,128.2,16.58M,-1.10%
9/22/2015,128.49,130.91,130.91,128.1,19.49M,-1.05%
9/23/2015,127.03,126.93,127.9,125.38,18.24M,-1.14%
9/24/2015,126.84,127.03,127.9,126.25,16.02M,-0.15%
9/25/2015,127.13,127.13,127.42,124.99,17.78M,0.23%
9/29/2015,123.54,121.6,124.12,121.6,25.05M,-2.82%
9/30/2015,125.48,127.13,127.13,123.83,23.77M,1.57%
10/2/2015,131.5,127.9,131.79,127.23,28.50M,4.80%
10/5/2015,135.57,135.38,136.06,134.6,24.74M,3.10%
10/6/2015,135.47,137.61,137.71,133.92,19.05M,-0.07%
10/7/2015,137.8,136.06,138.09,134.02,21.42M,1.72%
10/8/2015,137.9,139.26,139.26,136.44,17.00M,0.07%
10/9/2015,137.71,139.74,139.84,135.96,15.73M,-0.14%
10/12/2015,139.74,139.45,139.74,137.22,13.82M,1.47%
10/13/2015,138.68,139.55,139.55,137.42,10.38M,-0.76%
10/14/2015,138.39,138.77,139.26,137.42,11.25M,-0.21%
10/15/2015,140.71,138.19,141.2,137.51,15.30M,1.68%
10/16/2015,142.27,143.24,143.53,140.81,16.10M,1.11%
10/19/2015,142.75,143.63,143.63,140.91,10.47M,0.34%
10/20/2015,142.56,142.75,142.95,140.81,8.93M,-0.13%
10/22/2015,141.98,143.63,143.63,141.2,12.48M,-0.41%
10/23/2015,144.79,145.37,145.37,143.82,19.08M,1.98%
10/26/2015,144.6,147.51,147.51,143.82,14.73M,-0.13%
10/27/2015,144.69,144.21,145.08,142.75,13.82M,0.06%
10/28/2015,145.37,145.57,145.57,143.72,10.53M,0.47%
10/29/2015,143.63,146.25,146.25,142.95,11.03M,-1.20%
10/30/2015,142.27,140.81,143.33,140.81,13.20M,-0.95%
11/2/2015,143.14,144.4,144.4,141.88,10.82M,0.61%
11/3/2015,146.05,145.08,146.93,144.5,22.48M,2.03%
11/4/2015,148.48,149.06,152.07,147.41,27.65M,1.66%
11/5/2015,147.8,147.8,148.87,147.22,15.73M,-0.46%
11/6/2015,149.93,147.99,150.42,146.63,11.21M,1.44%
11/9/2015,147.51,148.96,150.81,147.02,13.99M,-1.61%
11/10/2015,145.96,145.66,146.34,144.01,13.94M,-1.05%
11/11/2015,147.02,148.19,149.93,146.34,25.56M,0.73%
11/12/2015,150.42,148.96,151.1,147.99,23.09M,2.31%
11/13/2015,147.7,147.51,148.77,146.83,12.99M,-1.81%
11/16/2015,144.69,144.4,145.86,144.21,14.11M,-2.04%
11/17/2015,146.73,146.54,149.16,146.05,15.55M,1.41%
11/18/2015,146.93,148.48,148.58,146.05,9.58M,0.14%
11/19/2015,148.58,149.06,150.13,147.51,13.31M,1.12%
11/20/2015,150.52,148.58,150.81,147.51,11.15M,1.31%
11/23/2015,150.9,151.87,152.75,150.42,13.41M,0.25%
11/24/2015,151.49,151.39,151.97,150.42,9.91M,0.39%
11/25/2015,151.78,152.07,152.07,150.81,13.08M,0.19%
11/26/2015,151.1,153.33,153.62,151.1,14.04M,-0.45%
11/27/2015,148.67,150.61,150.9,147.8,16.41M,-1.61%
11/30/2015,149.74,149.06,151.2,147.12,32.67M,0.72%
12/1/2015,149.74,151.78,152.85,149.25,25.98M,0.00%
12/2/2015,149.16,150.32,150.9,148.48,20.71M,-0.39%
12/3/2015,149.84,149.25,150.81,148.48,28.10M,0.46%
12/4/2015,146.54,146.54,147.12,144.6,49.90M,-2.20%
12/7/2015,146.44,148.09,148.19,146.15,21.27M,-0.07%
12/8/2015,145.28,146.54,146.54,144.01,17.79M,-0.79%
12/9/2015,146.25,144.01,147.51,144.01,18.83M,0.67%
12/10/2015,145.96,147.41,147.41,145.57,13.45M,-0.20%
12/11/2015,143.24,146.44,146.63,142.56,19.68M,-1.86%
12/14/2015,142.17,141.2,142.46,138.77,16.81M,-0.75%
12/15/2015,143.14,142.36,144.89,142.17,16.12M,0.68%
12/16/2015,147.31,146.54,147.51,145.08,14.42M,2.91%
12/17/2015,147.12,148.58,149.16,146.83,15.99M,-0.13%
12/18/2015,146.83,147.02,147.8,146.34,18.28M,-0.20%
12/21/2015,145.86,146.63,146.83,145.47,8.98M,-0.66%
12/22/2015,146.34,146.83,146.83,144.89,6.94M,0.33%
12/23/2015,147.7,146.93,147.99,146.73,7.42M,0.93%
12/24/2015,147.31,148.48,148.48,147.12,4.78M,-0.26%
12/28/2015,146.44,147.9,147.99,146.15,6.71M,-0.59%
12/29/2015,146.34,147.22,147.51,145.86,7.37M,-0.07%
12/30/2015,146.25,147.41,147.9,146.05,7.13M,-0.06%
12/31/2015,147.99,147.02,148.19,146.63,6.85M,1.19%
