日期,收盘,开盘,高,低,交易量,涨跌幅
9/13/2017,324.13,325.1,325.1,320.83,14.80M,0.30%
9/14/2017,327.04,325.1,329.37,323.93,19.06M,0.90%
9/15/2017,328.79,327.04,330.53,324.32,24.57M,0.54%
9/18/2017,335.77,330.92,335.77,330.92,18.39M,2.12%
9/19/2017,334.03,338.1,339.27,333.25,21.95M,-0.52%
9/20/2017,336.16,332.86,337.13,332.86,13.67M,0.64%
9/21/2017,336.94,334.8,338.1,334.22,14.89M,0.23%
9/22/2017,335.97,333.83,336.94,333.06,14.35M,-0.29%
9/25/2017,331.5,335,335.58,330.34,22.33M,-1.33%
9/26/2017,327.62,320.25,329.18,318.89,34.72M,-1.17%
9/27/2017,328.4,327.62,331.5,327.04,13.52M,0.24%
9/28/2017,323.16,328.4,330.53,323.16,17.29M,-1.60%
9/29/2017,326.26,324.71,327.43,323.35,12.86M,0.96%
10/3/2017,336.55,335.39,336.55,331.5,18.52M,3.15%
10/4/2017,339.07,338.1,340.63,337.72,11.71M,0.75%
10/6/2017,341.6,342.96,343.15,339.85,13.36M,0.75%
10/9/2017,338.69,341.6,342.57,338.3,13.46M,-0.85%
10/10/2017,340.82,340.43,342.18,339.46,10.82M,0.63%
10/11/2017,341.21,340.82,342.18,339.07,17.64M,0.11%
10/12/2017,339.85,341.6,343.34,339.85,14.87M,-0.40%
10/13/2017,338.88,336.94,339.85,336.16,20.93M,-0.29%
10/16/2017,345.09,341.6,345.09,340.04,17.59M,1.83%
10/17/2017,344.31,345.87,345.87,342.57,12.89M,-0.23%
10/18/2017,344.15,339.29,344.34,339.29,11.97M,-0.05%
10/19/2017,335.99,345.7,345.89,335.41,21.62M,-2.37%
10/20/2017,339.29,337.74,340.27,337.74,14.32M,0.98%
10/23/2017,338.32,341.24,341.24,337.16,9.77M,-0.29%
10/24/2017,337.16,336.97,339.29,335.22,15.42M,-0.34%
10/25/2017,341.62,337.94,342.21,337.74,12.99M,1.32%
10/26/2017,336.77,338.52,340.27,336.19,15.83M,-1.42%
10/27/2017,337.55,337.74,338.32,336.19,16.16M,0.23%
10/30/2017,339.29,342.59,342.59,338.71,16.54M,0.52%
10/31/2017,339.49,341.62,342.01,339.1,12.71M,0.06%
11/1/2017,349.39,341.62,349.78,341.24,22.03M,2.92%
11/2/2017,351.13,350.16,353.85,347.06,17.93M,0.50%
11/3/2017,357.15,353.85,357.54,352.88,16.63M,1.71%
11/6/2017,365.89,358.71,368.41,353.85,25.04M,2.45%
11/7/2017,379.47,369.19,379.47,368.99,25.59M,3.71%
11/8/2017,374.23,375.79,386.85,371.13,43.98M,-1.38%
11/9/2017,376.37,373.85,380.83,373.85,23.91M,0.57%
11/10/2017,374.04,372.1,379.28,372.1,17.15M,-0.62%
11/13/2017,376.17,373.65,380.44,373.65,17.67M,0.57%
11/14/2017,376.56,382.39,382.39,375.98,20.49M,0.10%
11/15/2017,371.71,372.49,376.56,371.71,23.44M,-1.29%
11/16/2017,380.25,376.76,382.19,372.68,32.58M,2.30%
11/17/2017,391.51,385.3,393.06,385.3,34.54M,2.96%
11/20/2017,407.62,393.45,407.62,393.45,35.23M,4.11%
11/21/2017,417.32,412.47,426.64,408.4,50.47M,2.38%
11/22/2017,414.22,424.12,425.09,411.89,39.60M,-0.74%
11/23/2017,407.23,412.47,419.27,405.87,32.01M,-1.69%
11/24/2017,403.54,406.45,411.5,402.38,33.07M,-0.91%
11/27/2017,399.27,403.74,404.71,397.91,25.75M,-1.06%
11/28/2017,406.84,395.97,407.04,390.34,39.41M,1.90%
11/29/2017,399.47,409.75,410.34,398.69,27.07M,-1.81%
11/30/2017,386.27,387.04,393.45,386.27,55.97M,-3.30%
12/1/2017,373.65,386.27,390.15,373.65,79.03M,-3.27%
12/4/2017,376.95,372.68,386.07,366.08,46.13M,0.88%
12/5/2017,364.92,368.8,374.62,364.92,44.39M,-3.19%
12/6/2017,355.21,363.95,370.16,354.43,58.30M,-2.66%
12/7/2017,366.86,362.78,368.22,356.38,39.23M,3.28%
12/8/2017,382.39,369.77,383.16,368.99,41.46M,4.23%
12/11/2017,393.45,377.92,394.42,377.73,32.02M,2.89%
12/12/2017,381.61,395,398.69,379.86,32.54M,-3.01%
12/13/2017,383.94,383.36,387.63,375.98,22.63M,0.61%
12/14/2017,385.49,389.18,390.73,381.03,16.68M,0.40%
12/15/2017,377.53,380.83,382.97,377.53,23.20M,-2.06%
12/18/2017,382.58,382.77,386.85,377.53,20.26M,1.34%
12/19/2017,389.37,392.09,392.09,387.04,21.11M,1.77%
12/20/2017,385.69,386.85,388.6,385.1,13.39M,-0.95%
12/21/2017,388.01,385.3,390.54,383.55,18.43M,0.60%
12/22/2017,393.84,391.9,393.84,388.99,16.15M,1.50%
12/27/2017,389.37,395.78,395.78,389.18,16.68M,-1.13%
12/28/2017,396.17,392.09,396.17,390.34,11.66M,1.75%
12/29/2017,394.03,395.97,395.97,391.51,16.60M,-0.54%
